guid,fire_dept_name,hq_addr_1,hq_addr2,hq_city,hq_state,hq_zip,mail_addr1,mail_addr2,mail_po_box,mail_city,mail_state,mail_zip,hq_phone,hq_fax,county,dept_type,organization_type,website,number_of_stations,active_firefighters_career,active_firefighters_volunteer,active_firefighters_paid_per_call,non_firefighting_civilian,non_firefighting_volunteer,primary_agency_for_em
297,Alexander City Fire Department,38 Court SQ,PO Box 552,Alexander City,AL,35011-0552,38 Court SQ,,PO Box 552,Alexander City,AL,35011-0552,(256) 329-6780,,TALLAPOOSA               ,Career,Local (includes career  combination  and volunteer),,2,48,0,0,4,0,
298,Alexander Fire & Rescue,15413 S Alexander RD,PO Box 610,Alexander,AR,72002,,,PO Box 610,Alexander,AR,72002-0610,501-847-5265,501-847-5265,SALINE                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.alexanderfd.net,3,5,14,0,0,0,1
299,Alexander Fire Department,10505 Main ST,PO Box 152,Alexander,NY,14005-0152,10505 Main ST,,PO Box 152,Alexander,NY,14005-0152,585-591-2411,585-591-4010,GENESEE                  ,Volunteer,Local (includes career  combination  and volunteer),http://alexanderfire.org,1,0,72,0,0,15,
300,Alexander Fire Department,13312 E 2nd ST,,Alexander,AR,72002,,,PO Box 610,Alexander,AR,72002,(501) 455-2325,,PULASKI                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,20,0,0,
301,Alexander Volunteer Fire Department,501 Elk ST,,Alexander,ND,58831,,,PO Box 131,Alexander,ND,58831-0313,701-828-3352,,MCKENZIE                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,19,0,0,10,
302,Alexandreia Township Volunteer Fire Department,23449 Bauserman RD,,Leavenworth,KS,66048,21192 McIntyre RD,,,Leavenworth,KS,66048,913-250-1995,,LEAVENWORTH              ,Volunteer,Local (includes career  combination  and volunteer),,1,0,12,0,0,0,
303,Alexandria Fire Department,900 SECOND ST,,Alexandria,VA,22314-1395,900 SECOND ST,,,Alexandria,VA,22314-1395,703-838-4600,703-838-5093,ALEXANDRIA CITY          ,Mostly Career,Local (includes career  combination  and volunteer),http://www.alexandriava.gov/fire/fire_home.html,8,147,53,8,88,16,
304,Alexandria Fire Department,212 S Harrison ST,,Alexandria,IN,46001,212 S Harrison ST,,,Alexandria,IN,46001-2422,765-724-2195,765-724-9483,MADISON                  ,Mostly Career,Local (includes career  combination  and volunteer),,1,13,0,12,0,0,1
305,Alexandria Fire Department,302 Fillmore ST,,Alexandria,MN,56308,302 Fillmore ST,,,Alexandria,MN,56308,320-763-6488,320-762-9723,DOUGLAS                  ,Volunteer,Local (includes career  combination  and volunteer),http:/ci.alexandria.mn.us,1,0,30,0,0,0,
306,Alexandria Fire District,301 4TH ST,PO Box 253,Alexandria,SD,57311-0253,,,PO Box 253,Alexandria,SD,57311-0253,605-239-4767,,HANSON                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,28,0,0,0,
307,Alexandria Fire District,7951 Alexandria PIKE,,Alexandria,KY,41001,7951 Alexandria PIKE,,,Alexandria,KY,41001-1159,859-635-5991,859-635-5999,CAMPBELL                 ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.alexandriaky.org/joomla/,1,16,40,0,0,10,1
308,Alexandria Fire Protection District,102 South Walnut,,Alexandria,MO,63430-0128,Alexandria Fire Protection District,,PO Box 128,Alexandria,MO,63430-0128,660-754-6617,,CLARK                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,16,0,0,0,
309,Alexandria Volunteer Fire Company,Hartslog ST,PO Box 378,Alexandria,PA,16611-0378,,,PO Box 378,Alexandria,PA,16611-0378,(814) 669-9107,(814) 669-1321,HUNTINGDON               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,
310,Alexandria Volunteer Fire Department  Inc.,2222 Alexandria-Wellington RD,,Alexandria,AL,36250,,,PO Box 174,Alexandria,AL,36250-0174,256-820-2121,,CALHOUN                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,22,0,0,0,
311,Alexandria-Saint Albans Township Fire Department,25 E Main ST,,Alexandria,OH,43001,25 E Main ST,,,Alexandria,OH,43001,(740) 924-2211,(740) 924-5454,LICKING                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,10,30,0,3,
312,Alexis Fire Protection District,108 E Palmer AVE,PO Box 72,Alexis,IL,61412-0072,108 E Palmer AVE,PO Box 72,,Alexis,IL,61412-0072,(309) 482-5551,,WARREN                   ,Volunteer,Local (includes career  combination  and volunteer),,4,0,0,65,0,0,
313,Alexis Volunteer Fire Department,4168 Charles Raper Jonas HWY,,Alexis,NC,28006,,,PO Box 157,Alexis,NC,28006-0157,704-263-5810,704-263-0073,GASTON                   ,Volunteer,Local (includes career  combination  and volunteer),http://www.alexisvfd.com,2,0,40,0,0,0,0
314,Alfalfa Volunteer Fire Department,HWY 152 & 58 S,,Carnegie,OK,73015,RR 1,,PO Box 212,Carnegie,OK,73015-0212,580-637-2333,,CADDO                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,0,
315,Alford Fire Department,86 N Egremont RD,5 Alford Center RD,Great Barrington,MA,1230,5 Alford Center RD,,,Great Barrington,MA,01230-8920,413-528-3641,413-528-3641,BERKSHIRE                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,10,0,0,2,1
316,Alford Volunteer Fire Department,1768 Georgia ST,PO Box 128,Alford,FL,32420-0128,,,PO Box 128,Alford,FL,32420-0128,(850) 579-4684,(850) 579-2523,JACKSON                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,13,0,0,0,
317,Alfred Fire Department,77 Kennebunk RD,PO Box 36,Alfred,ME,4002,77 Kennebunk RD,,PO Box 36,Alfred,ME,4002,(207) 324-8969,(207) 324-8347,YORK                     ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.alfred-firerescue.org,1,1,38,0,1,0,
318,Alfred Station Fire Company,623 State RTE 244,PO Box 282,Alfred Station,NY,14803-0282,,,PO Box 282,Alfred Station,NY,14803-0282,607-587-9201,607-587-9201,ALLEGANY                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,36,0,0,0,
319,Alger Community Fire Association,102 E Lee ST,PO Box 31,Alger,OH,45812-0031,,,PO Box 31,Alger,OH,45812-0031,419-757-2222,419-757-2222,HARDIN                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,12,0,0,0,
320,Algoma City Fire Department,400 3RD ST,,Algoma,WI,54201,400 3RD ST,,,Algoma,WI,54201-1211,920-487-2712,920-487-2716,KEWAUNEE                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,37,0,13,
321,Algoma Twp Fire Department,10531 Algoma AVE NE,,Rockford,MI,49341,10531 Algoma AVE NE,,,Rockford,MI,49341-9136,616-866-2607,616-866-2649,KENT                     ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://algomatwp.org/fire_dept.htm,2,2,0,28,1,0,1
322,Algoma TWP Fire Department,2622 Omro RD,,Oshkosh,WI,54904-7724,2622 Omro RD,,,Oshkosh,WI,54904-7724,920-233-5905,,WINNEBAGO                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,35,0,6,
323,Algona Fire Department,707 E State ST,,Algona,IA,50511,707 E State ST,,,Algona,IA,50511-2841,515-295-3642,515-295-4897,KOSSUTH                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.ci.algona.ia.us/fire.htm,1,1,25,26,0,0,0
324,Algonac Fire Department,805 St. Clair River DR,,Algonac,MI,48001,805 Saint Clair River DR,,,Algonac,MI,48001-1555,810-794-3431,810-794-8323,SAINT CLAIR              ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,1,0,19,1,0,1
325,Algonquin-Lake in the Hills Fire Protection Dist,1020 W Algonquin RD,,Algonquin,IL,60156,1020 W Algonquin RD,,,Algonquin,IL,60156-3500,847-658-8233,847-854-2609,MCHENRY                  ,Mostly Career,Local (includes career  combination  and volunteer),http://www.alfpd.org/,3,48,0,20,6,0,0
326,Alhambra Community Fire Protection District,214 E Main ST,,Alhambra,IL,62001,214 E Main ST,,P.O. Box 24,Alhambra,IL,62001,618-488-3865,,MADISON                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,40,0,0,0,
327,Alhambra Fire Department,301 N 1ST ST,,Alhambra,CA,91801-2454,301 N 1ST ST,,,Alhambra,CA,91801-2454,(626) 570-5190,(626) 457-8961,LOS ANGELES              ,Mostly Career,Local (includes career  combination  and volunteer),http://www.cityofalhambra.org/fire/mainar.htm,4,80,12,0,9,0,
328,Alice Rural Fire District,13726 46TH ST SE,,Alice,ND,58031-9559,13726 46TH ST SE,,,Alice,ND,58031-9559,(701) 689-6430,,BARNES                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,0,
329,Aliceville Volunteer Fire Department,Second AVE NW,,Aliceville,AL,35442,215 First ST NE,,,Aliceville,AL,35442,(205) 373-2555,(205) 373-6225,PICKENS                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,18,0,0,10,
330,Aliquippa Bureau of Fire,1499 Kennedy BLVD,,Aliquippa,PA,15001-2617,1499 Kennedy BLVD,,,Aliquippa,PA,15001-2617,724-378-4433,,BEAVER                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,11,20,0,0,0,
331,Allagash Volunteer Fire Department,1063 Allagash RD,,Allagash,ME,04774-4156,1063 Allagash RD,,,Allagash,ME,04774-4156,207-398-3198,207-398-4229,AROOSTOOK                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,14,0,0,
332,Allamuchy Township Volunteer Fire Department,284 Alphano RD,,Allamuchy,NJ,7820,,,PO Box 69,Allamuchy,NJ,07820-0069,908-850-4850,908-684-9655,WARREN                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,18,0,0,10,1
333,Allardt Fire Department,2011 Michigan AVE,PO Box 159,Allardt,TN,38504,,,PO Box 159,Allardt,TN,38504-0159,(931) 879-2648,(931) 879-7125,FENTRESS                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,12,0,0,8,
334,Alleene Volunteer Fire Department,153 LR 143,PO Box 107,Alleene,AR,71820-0107,153 LR 143,,PO Box 107,Alleene,AR,71820-0107,870-542-7657,,LITTLE RIVER             ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,10,
335,Allegan Fire District,300 Monroe ST,,Allegan,MI,49010,300 Monroe ST,,,Allegan,MI,49010-1219,269-673-4459,269-686-8262,ALLEGAN                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),,2,1,0,29,0,0,0
336,Allegan Township Fire Department,2072  34th St.,,Allegan,MI,49010,2072  34th St.,,,Allegan,MI,49010,(269) 673-9643,(269) 686-2409,ALLEGAN                  ,Mostly Volunteer,Local (includes career  combination  and volunteer),,1,1,0,22,0,0,
337,Allegany Fire Department,N First ST,PO Box 95,Allegany,NY,14706-0095,,,PO Box 95,Allegany,NY,14706-0095,716-373-1245,716-373-1430,CATTARAUGUS              ,Volunteer,Local (includes career  combination  and volunteer),http://www.allegany.org,1,0,50,0,0,20,
338,Allegany Indian Reservation Fire Department,8184 E Loop RD,,Salamanca,NY,14779-9735,8184 E Loop RD,,,Salamanca,NY,14779-9735,716-945-2730,716-945-2723,CATTARAUGUS              ,Volunteer,Local (includes career  combination  and volunteer),,1,0,28,0,0,6,
339,Alleghany Volunteer Fire Department,105 Plaza CT,PO Box 920,Alleghany,CA,95910-0920,105 Plaza CT,PO Box 920,,Alleghany,CA,95910-0920,530-287-9844,,SIERRA                   ,Volunteer,Local (includes career  combination  and volunteer),,2,0,13,0,0,3,
340,Allegheny Ludlum Steel Corporation Fire Brigade,100 River RD,,Brackenridge,PA,15014,100 River RD,,,Brackenridge,PA,15014,(724) 226-5289,,ALLEGHENY                ,Career,Private or industrial fire  brigade,,1,9,0,0,13,0,
341,Allegheny Township Fire Department,RR5 Box 2373,,Altoona,PA,16601,RR5 Box 2373,,,Altoona,PA,16601,814-944-6304,814-944-6366,BLAIR                    ,Volunteer,Volunteer Fire Department,,2,0,41,0,0,15,
342,Allegheny Township Volunteer Fire Company 1,99 Fire Hall RD,PO Box 487,Leechburg,PA,15656-0487,99 Fire Hall RD,,PO Box 487,Leechburg,PA,15656-0487,724-845-8900,724-845-1414,WESTMORELAND             ,Volunteer,Local (includes career  combination  and volunteer),,1,0,18,0,0,10,
343,Allen Community Volunteer Fire Department,3068 Ridgewood LN,,Hazlehurst,MS,39083-8876,3068 Ridgewood LN,,,Hazlehurst,MS,39083-8706,601-277-4046,601-894-1676,COPIAH                   ,Volunteer,Local (includes career  combination  and volunteer),http://www.fire-ems.net/firedept/view/Hazlehurst2MS,1,0,12,0,0,15,
344,Allen County Rural Volunteer Fire Department,1327 US Highway 54,,Iola,KS,66749,619 N 4TH ST,,,Iola,KS,66749-2523,000-000-0000,,ALLEN                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,14,0,0,0,
345,Allen Fire Department,310 Century  PKWY,,Allen,TX,75013,310 Century  PKWY,,,Allen,TX,75013,(972) 727-0260,(972) 727-0265,COLLIN                   ,Career,Local (includes career  combination  and volunteer),http://www.AllenFire.org,4,80,0,0,2,0,
346,Allen Fire Department,142 Court ST,PO Box 276,Allen,KY,41601-0276,,,PO Box 276,Allen,KY,41601-0276,(606) 874-8191,,FLOYD                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,18,0,0,10,
347,Allen Fire Department,109 N Memphis,,Allen,OK,74825,RR 1 Box 409,,,Allen,OK,74825-9756,580-857-2100,580-857-2461,PONTOTOC                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,14,0,0,0,
348,Allen Parish Fire District 5,215 West 5TH AVE,,Oberlin,LA,70655,,,PO Box 1064,Oberlin,LA,70655-1064,337-639-4228,337-639-4228,ALLEN                    ,Mostly Volunteer,Local (includes career  combination  and volunteer),,5,1,20,20,0,0,1
349,Allen Parish Fire Protection District # 4,808 2nd AVE,PO Box 576,Kinder,LA,70648-0576,808 2nd AVE,,PO Box 576,Kinder,LA,70648-0576,337-738-5900,337-738-5900,ALLEN                    ,Volunteer,Local (includes career  combination  and volunteer),,8,0,44,0,0,0,
350,Allen Parish Wd 3 Fire Dept #2,313 Ford ST,PO Box 273,Reeves,LA,70658-0273,313 Ford ST,PO Box 273,,Reeves,LA,70658-0273,(337) 666-2405,,ALLEN                    ,Volunteer,Local (includes career  combination  and volunteer),,3,0,30,0,0,0,
351,Allen Park Fire Department,6730 Roosevelt AVE,,Allen Park,MI,48101,6730 Roosevelt AVE,,,Allen Park,MI,48101-2529,313-928-0024,313-928-6377,WAYNE                    ,Career,Local (includes career  combination  and volunteer),http://www.cityofallenpark.org/,1,26,0,0,0,0,1
352,Allen Township Fire Company 1,3530 Howertown RD,,Northampton,PA,18067-9456,3530 Howertown RD,,,Northampton,PA,18067-9456,610-262-1101,610-262-4476,NORTHAMPTON              ,Volunteer,Local (includes career  combination  and volunteer),,1,0,22,0,0,50,
353,Allen Township Fire Department,139 W Chicago RD,PO Box 67,Allen,MI,49227,139 W Chicago RD,PO Box 67,,Allen,MI,49227,(517) 869-2607,,HILLSDALE                ,Volunteer,Local (includes career  combination  and volunteer),,1,0,0,19,0,0,
354,Allen Township Fire Department,16945 Allen Center  RD,,Marysville,OH,43040,16945 Allen Center  RD,,,Marysville,OH,43040,(937) 642-5536,(937) 642-5577,UNION                    ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.allentwp.org,1,11,0,20,0,0,
355,Allen Township Fire Protection District,102 S Lincoln ST,,Ransom,IL,60470,102 S Lincoln ST,,,Ransom,IL,60470,(815) 586-4421,(815) 586-4421,LA SALLE                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,30,0,0,0,
356,Allen Volunteer Fire Department,4000 US HWY 601 S,,Concord,NC,28025,4000 US HWY 601 S,,,Concord,NC,28025,(704) 782-5475,(704) 782-0768,CABARRUS                 ,Volunteer,Local (includes career  combination  and volunteer),,1,0,22,0,0,0,
357,Allen-Clay Joint Fire District,3155 N Genoa Clay Center RD,,Genoa,OH,43430-9464,3155 N Genoa Clay Center RD,,,Genoa,OH,43430-9464,419-855-4733,419-855-1074,OTTAWA                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.allenclayjfd.org,4,2,80,10,0,0,
358,Allen-Waterbury Fire and Rescue,S Harison,,Allen,NE,68710,,,PO Box 40,Allen,NE,68710,402-635-2141,,DIXON                    ,Volunteer,Local (includes career  combination  and volunteer),,1,0,14,0,0,10,
359,Allendale Fire Department,1 Erie Plaza,,Allendale,NJ,7401,500 W Crescent AVE,,PO Box 44,Allendale,NJ,7401,201-327-7015,201-327-5647,BERGEN                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,45,0,0,0,
360,Allendale Fire Dept,6676 Lake Michigan DR,PO Box 539,Allendale,MI,49401-0539,6676 Lake Michigan DR,PO Box 539,,Allendale,MI,49401-0539,(616) 845-4544,(616) 895-6330,OTTAWA                   ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.allendale-twp.org,1,1,0,29,0,0,
361,Allendale Rural Fire Protection District,404 E Main ST,PO Box 39,Allendale,IL,62410,,,PO Box 39,Allendale,IL,62410-0039,618-299-4971,618-299-5101,WABASH                   ,Volunteer,Local (includes career  combination  and volunteer),,2,0,30,0,0,2,1
362,Allenhurst FIre Department,318 Hume ST,,Allenhurst,NJ,7711,,,PO Box 147,Allenhurst,NJ,07711-0147,731-531-7239,731-531-1305,MONMOUTH                 ,Volunteer,Local (includes career  combination  and volunteer),http://allenhurstfire.org/default.aspx,1,0,35,0,0,10,0
363,Allenport Volunteer Fire Department,1850 Main ST,,Allenport,PA,15412-0233,1850 Main ST,,,Allenport,PA,15412-0233,724-326-4542,,WASHINGTON               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,17,0,0,0,
364,Allenspark Fire Protection District,14861 State HWY 7,PO Box 153,Allenspark,CO,80510,,,PO Box 153,Allenspark,CO,80510-0153,303-747-2586,303-747-0145,BOULDER                  ,Volunteer,Local (includes career  combination  and volunteer),http://www.allensparkfire.com/,4,0,28,0,3,1,1
365,Allenstown Fire Department,1 Ferry ST,,Allenstown,NH,3275,1 Ferry ST,,,Allenstown,NH,3275,603-485-9202,603-268-0640,MERRIMACK                ,Mostly Volunteer,Local (includes career  combination  and volunteer),http://www.allenstownfire.org,1,2,0,25,0,0,
366,Allensville Fire Department,8825 Allensville RD,PO Box 131,Allensville,KY,42204,,,PO Box 131,Allensville,KY,42204-0131,270-604-2775,,TODD                     ,Volunteer,Local (includes career  combination  and volunteer),,1,0,20,0,0,2,1
367,Allensville Volunteer Fire Company,W Main ST,PO Box 161,Allensville,PA,17002-0161,,,PO Box 161,Allensville,PA,17002-0161,(717) 483-6866,,MIFFLIN                  ,Volunteer,Local (includes career  combination  and volunteer),,1,0,25,0,0,1,
368,Allensville Volunteer Fire Department,1344 Dennys Store RD,,Roxboro,NC,27574-9596,1344 Dennys Store RD,,,Roxboro,NC,27574-9596,336-597-9000,336-597-9112,PERSON                   ,Volunteer,Local (includes career  combination  and volunteer),,1,0,27,0,0,0,
369,Allenton Fire Department,431 Railroad ST,,Allenton,WI,53002,,,PO Box 107,Allenton,WI,53002-0107,262-629-5413,262-629-1355,WASHINGTON               ,Volunteer,Local (includes career  combination  and volunteer),,1,0,45,0,0,0,
